concept_id	language_code	id	group	lemma	transliteration
8591	syc	1304447	10	ܚܘܝܐ	
8591	syc	1304448	10	ܚܘܘܝܬܐ	
8591	tat	1305552	5	елан	elan
8591	tgk	1308266	10	мор	mor
8591	tuk	1311012	5	ýylan	
8591	tur	1313285	5	yılan	
8591	tyv	1320113	5	чылан	čılan
8591	uig	1320399	5	يىلان	yilan
8591	ukr	1321139	6	змія	zmija
8591	vie	1326769	10	xà	
8591	vie	1326264	10	rắn	
8591	wbp	1330748	10	warna	
8591	wol	1331159	10	jaan	
8591	zai	1332068	10	beendaʼ	
8591	zsm	1332565	9	ular	
8591	tel	1438082	8	పాము	pāmu
8591	tam	1445082	8	பாம்பு	pāmpu
8591	san	1475398	1	सर्प	sarpa
8591	san	1470141	2	नाग	nāga
8591	pan	1542150	1	ਸੱਪ	sappa
8591	mal	1593285	1	സര്‍പ്പം	sar‍ppaṃ
8591	kan	1643749	8	ಹಾವು	hāvu
8591	zul	1763723	13	inyoka	
8591	tsn	1764855	13	nôga	
8591	mya	1793565	10	မြွေ	mrwe
8591	urd	1842535	1	سانپ	sānp
8591	mon	1951602	7	могой	mogoi
92781	eng	51842	2	laugh	
92781	spa	166392	8	reír	
92781	cat	198611	8	riure	
92781	jpn	352700	5	笑う	warau
92781	jpn	352563	5	笑む	emu
92781	tha	485787	12	หัวร่อ	h̄ạwr̀x
92781	bul	516003	1	смея се	smeja se
92781	dan	525550	2	le	
92781	hrv	545088	1	smijati se	
92781	isl	582995	2	hlæja	
92781	ind	584195	9	gelak	
92781	ind	584201	4	ketawa	
92781	msa	608300	9	gelak	
92781	msa	608306	4	ketawa	
92781	swe	696061	10	skratta	
92781	nno	699363	2	le	
92781	nob	703191	2	le	
92781	fin	791449	10	nauraa	
92781	eus	842407	10	barre egin	
92781	arb	854011	13	ضَحِكَ	ḍaḥika
92781	fra	865155	8	rire	
92781	ell	921554	10	εκφράζω χαρά	ekphrázō khará
92781	nld	932925	2	uitlachen	
92781	nld	939181	2	lachen	
92781	por	967743	10	gargalhar	
92781	por	967744	8	rir	
92781	ron	1014440	8	râde	
92781	lit	1055108	10	nusijuokti	
92781	lit	1057428	10	juoktis	
92781	slk	1067828	1	zasmiať sa	
92781	slk	1082119	1	smiať sa	
92781	slv	1089157	1	nasmejati	
92781	slv	1089158	1	nasmejati se	
92781	slv	1089159	1	zasmejati se	
92781	afr	1128096	2	lag	
92781	bel	1134463	1	смяяцца	smjajacca
92781	ces	1147672	1	smát	
92781	cmn	1158475	5	笑	xiao
92781	cmn	1164042	5	发笑	fa xiao
92781	deu	1180282	2	lachen	
92781	dng	1191279	5	щё	xio
92781	epo	1198082	8	ridi	
92781	fry	1201989	2	laitsje	
92781	fur	1202596	8	riri	
92781	gla	1206759	11	dèan gàire	
92781	gle	1211460	11	gáir	
92781	haw	1214944	10	ʻaka	
92781	hin	1218230	3	हँसना	hãsnā
92781	hin	1218231	3	हंसना	hansnā
92781	hun	1227622	10	nevet	
92781	hye	1233764	10	ծիծաղել	cicałel
92781	kal	1235039	10	illarpoq	
92781	kal	1235040	10	illaatigaa	
92781	kat	1238197	10	გაცინება	gacineba
92781	kaz	1239338	6	күлу	külw
92781	khm	1241032	10	សើច	saeuch
92781	kir	1242346	6	күлүү	külüü
92781	kor	1249560	10	웃다	utda
92781	lao	1250763	12	ຫົວ	hūa
92781	lat	1254759	8	rideo	
92781	ltz	1257532	2	laachen	
92781	mkd	1265536	1	се смее	se smee
92781	oci	1273184	8	rire	
92781	oci	1273185	8	rider	
92781	rap	1274252	10	kata	
92781	roh	1275340	8	rir	
92781	roh	1275341	8	reir	
92781	roh	1275342	8	rier	
92781	rup	1276238	8	arãdu	
92781	rus	1296372	1	смеяться	smejatʹsja
92781	rus	1296371	10	хохотать	xoxotatʹ
92781	scn	1301335	8	rìdiri	
92781	scn	1301336	8	arrìdiri	
92781	sin	1302640	10	හිනා වෙනවා	hinā venavā
92781	syc	1304467	13	ܓܚܟ	
92781	tat	1305989	10	көлергә	kölergä
92781	tgk	1308975	10	хандидан	xandidan
92781	tuk	1311595	6	gülmek	
92781	tur	1319157	6	gülmek	
92781	ukr	1323883	1	сміятися	smijatysja
92781	vie	1328314	10	cười	
92781	zsm	1333767	4	ketawa	
92781	zsm	1333768	9	gelak	
92781	asm	1413142	3	হঁহ্া	hõha
92781	asm	1413144	10	উচ্চহাস্য কৰা	ussohaisso kora
92781	tel	1428852	14	నవ్వు	navvu
92781	tam	1443988	10	சிரி	ciri
92781	tam	1443989	14	நகைத்தல்,	nakaittal,
92781	san	1462638	3	हस्	has
92781	ori	1548477	10	ହସିବା	hôsiba
92781	mal	1580080	10	ചിരിക്കുക	cirikkuka
92781	kan	1632761	14	ನಗು	nagu
92781	ben	1694521	3	হাসা	hasa
92781	zul	1761731	7	hleka	
92781	xho	1789519	7	hleka	
92781	mya	1792458	10	ရယ်	rai
92781	guj	1803575	3	હસવું	hasvũ
92781	nep	1827859	3	हाँस्नु	hā̃snu
92781	urd	1840766	3	ہنسنا	ہnsnā
92781	mon	1952328	10	инээх	ineeh
71249	eng	37846	2	water	
71249	eng	100476	1	h2o	
71249	ita	138693	3	acqua	
71249	ita	138694	1	h2o	
71249	spa	190127	1	h2o	
71249	spa	184814	3	agua	
71249	cat	226125	3	aigua	
71249	cat	226126	1	h2o	
71249	glg	249719	1	h2o	
71249	glg	241338	3	auga	
71249	zho	279643	4	水	shui
71249	jpn	417900	2	ウォーター	wōtā
71249	jpn	417902	4	水	mizu
71249	tha	452896	8	น้ำ	nám
71249	sqi	515476	2	ujë	
71249	sqi	515477	1	h2o	
71249	bul	522581	2	вода	voda
71249	dan	527099	2	vand	
71249	hrv	571268	1	h2o	
71249	hrv	565948	2	voda	
71249	isl	575893	2	vatn	
71249	ind	585743	13	air	
71249	msa	609914	13	air	
71249	pol	682898	1	h2o	
71249	pol	662423	2	woda	
71249	pol	682899	10	tlenek wodoru	
71249	swe	693203	2	vatten	
71249	nno	700433	2	vatn	
71249	nob	704620	2	vann	
71249	fin	754180	2	vesi	
71249	fin	788446	1	h2o	
71249	arb	858432	7	ماء	māʾ
71249	fra	865794	3	eau	
71249	ell	909751	2	νερό	neró
71249	ell	922290	2	ύδωρ	údōr
71249	nld	956969	7	majem	
71249	nld	966150	2	water	
71249	por	1006781	3	agua	
71249	por	996189	3	água	
71249	ron	1009111	3	apă	
71249	ron	1009112	1	h2o	
71249	slk	1063903	2	voda	
71249	slk	1078371	1	h₂o	
71249	slv	1125617	1	h2o	
71249	slv	1110734	2	voda	
71249	abk	1126507	10	аӡы	āʒə
71249	abq	1126544	10	дзы	ʒə
71249	ady	1126615	22	псы	psə
71249	afr	1128025	2	water	
71249	ain	1128371	2	ワッカ	wakka
71249	aln	1128460	2	ujë	
71249	alt	1128577	5	суу	suu
71249	amh	1128760	2	ውሃ	wəha
71249	arg	1129083	3	aigua	
71249	arg	1129084	3	augua	
71249	ary	1129210	7	ما	
71249	arz	1129821	7	مياه	
71249	ast	1131426	3	agua	
71249	ava	1131690	16	лъим	łim
71249	avd	1131742	12	او	
71249	bak	1132072	5	һыу	hïw
71249	bam	1132112	10	ji	
71249	bel	1134331	2	вада	vada
71249	blt	1134662	8	ꪙꪾ꫁	
71249	bod	1134770	4	ཆུ	chu
71249	bqi	1134852	12	او	
71249	bre	1135682	2	dour	
71249	bug	1135857	13	ᨓᨙᨕ	
71249	bxr	1135913	6	уһан	uhan
71249	cdo	1136294	4	水	shui
71249	ces	1147038	2	voda	
71249	cha	1149104	10	hånom	
71249	che	1149250	16	хи	χi
71249	chu	1149993	2	вода	
71249	chv	1150210	5	шыв	šyv
71249	cjs	1150366	5	суғ	
71249	cmn	1163258	4	水	shui
71249	cop	1165412	7	ⲙⲱⲟⲩ	mōou
71249	cor	1165608	2	dowr	
71249	cos	1165719	3	acqua	
71249	csb	1166137	2	wòda	
71249	cym	1167854	2	dŵr	
71249	deu	1168333	2	wasser	
71249	div	1191195	10	ފެން	fen
71249	dlg	1191229	5	уу	uu
71249	dng	1191275	4	фи	fi
71249	dsb	1191517	2	woda	
71249	dzo	1191543	4	ཆུ	chu
71249	epo	1197559	3	akvo	
71249	esh	1198817	12	اِو	
71249	evn	1198910	4	му	mu
71249	fao	1199863	2	vatn	
71249	fry	1201913	2	wetter	
71249	gan	1202817	4	水	
71249	gla	1206100	2	uisge	
71249	gld	1207139	4	муэ	mue
71249	gle	1211252	2	uisce	
71249	glv	1213086	2	ushtey	
71249	grc	1213595	2	ὕδωρ	húdōr
71249	gsw	1213709	2	wasser	
71249	hak	1214092	4	水	shui
71249	hin	1217992	6	पानी	pānī
71249	hin	1217993	19	जल	jal
71249	hin	1217994	12	आब	āb
71249	hsb	1218693	2	woda	
71249	hun	1227123	2	víz	
71249	hye	1233548	10	ջուր	ǰur
71249	iii	1234313	5	ꒉ	yy
71249	inh	1234386	16	хий	χī
71249	jav	1234607	10	banyu	
71249	kal	1235010	10	imeq	
71249	kat	1237995	11	წყალი	c̣q̇ali
71249	kaz	1239277	5	су	sw
71249	kbd	1239385	22	псы	psə
71249	ket	1239398	10	ул'	ul
71249	khm	1240936	21	ទឹក	tœ̆k
71249	kin	1241233	18	amazi	
71249	kir	1242070	5	суу	suu
71249	kjh	1242498	5	суғ	suğ
71249	kor	1245188	5	수	su
71249	kpy	1249991	10	мимыл	mimïl
71249	krc	1250103	5	суу	suu
71249	ksh	1250247	2	wasser	
71249	kum	1250359	5	сув	suv
71249	lao	1251151	8	ນ້ຳ	nam
71249	lat	1254443	3	aqua	
71249	lbe	1255616	16	щин	š̄in
71249	lez	1255630	16	яд	äd
71249	lim	1255775	2	water	
71249	lin	1255833	18	mái	
71249	lld	1255986	3	aga	
71249	ltz	1258008	2	waasser	
71249	lzz	1258477	11	წკარი	c̣ḳari
71249	mar	1259975	6	पाणी	pāṇī
71249	mar	1259976	19	जल	jal
71249	mdf	1260084	2	ведь	vedʹ
71249	mkd	1265305	2	вода	voda
71249	mlt	1267231	7	ilma	
71249	mnc	1267400	4	ᠮᡠᡴᡝ	
71249	mri	1267943	13	wai	
71249	myv	1269072	2	ведь	vedʹ
71249	mzn	1269111	12	او	
71249	nan	1269576	4	水	shui
71249	nds	1271855	2	water	
71249	new	1271942	10	ला	lā
71249	nio	1271952	10	бы”	
71249	nog	1272069	5	сув	suv
71249	oci	1273094	3	aiga	
71249	oss	1273535	10	дон	don
71249	pjt	1273995	10	mina	
71249	rus	1295208	2	вода	voda
71249	ryu	1299986	4	ミジ	miji
71249	sah	1300138	5	уу	uu
71249	sat	1300846	21	ᱫᱟᱜ	dag
71249	scn	1301245	3	acqua	
71249	sgs	1302180	10	ondou	
71249	sin	1302608	19	ජලය	jalaya
71249	sjd	1302671	10	ча̄дзь	čādzʹ
71249	smo	1302949	13	vai	
71249	snd	1303239	12	آب	
71249	sot	1303624	18	metsi	
71249	sro	1304151	3	àcua	
71249	ssw	1304264	18	emanti	
71249	sun	1304428	13	cai	
71249	tah	1304555	10	pape	
71249	tat	1305958	5	су	su
71249	tgk	1308925	10	об	ob
71249	tgl	1310163	10	tubig	
71249	tir	1310371	7	ማይ	may
71249	tly	1310472	12	او	āu
71249	tpi	1310747	2	wara	
71249	tuk	1311553	5	suw	
71249	tur	1318704	5	su	
71249	tvl	1319956	13	vai	
71249	tyv	1320199	5	суг	sug
71249	udi	1320314	16	хе	χe
71249	udm	1320367	2	ву	vu
71249	uig	1320582	5	سۇ	su
71249	ukr	1323681	2	вода	voda
71249	vie	1326394	21	nước	
71249	wln	1330976	3	aiwe	
71249	wuu	1331292	4	水	
71249	xal	1331485	9	усн	usn
71249	xmf	1331561	11	წყარი	c̣q̇ari
71249	yor	1331592	10	omi	
71249	yue	1332004	4	水	
71249	zsm	1334809	13	air	
71249	tel	1438187	20	నీరు	nīru
71249	tel	1438188	19	జలము	jalamu
71249	tam	1444570	20	நீர்	nīr
71249	tam	1444571	20	தண்ணீர்	taṇṇīr
71249	san	1475266	19	जल	jala
71249	san	1475267	6	पानीय	pānīya
71249	pan	1542120	19	ਜਲ	jal
71249	pan	1542121	6	ਪਾਣੀ	pāṇī
71249	mal	1593168	10	വെള്ളം	veḷḷaṃ
71249	mal	1593169	19	ജലം	jalaṃ
71249	kan	1658798	20	ನೀರು	nīru
71249	zul	1757881	18	amanzi	
71249	tsn	1767289	18	mêtsi	
71249	xho	1787300	18	amanzi	
71249	mya	1793231	10	ရေ	re
71249	guj	1806369	6	પાણી	pāṇī
71249	urd	1842892	6	پانی	pāni
71249	urd	1842200	12	آب	âb
71249	mon	1950218	9	ус	us
37254	eng	4007	1	song	
37254	eng	53849	10	vocal	
37254	ita	146576	2	canzone	
37254	spa	169916	2	canción	
37254	cat	203593	2	cançó	
37254	glg	259611	2	canción	
37254	zho	266733	8	歌曲	ge qu
37254	jpn	413234	2	シャンソン	shanson
37254	jpn	413236	1	ソング	songu
37254	jpn	413237	9	唄	uta
37254	jpn	413122	8	歌曲	kakyoku
37254	tha	469350	15	เพลง	pleeng
37254	sqi	514211	2	këngë	
37254	dan	524513	1	sang	
37254	hrv	564162	12	pjesma	
37254	hrv	564718	10	popjevka	
37254	ind	589154	13	lagu	
37254	ind	589156	14	nyanyian	
37254	msa	613455	13	lagu	
37254	msa	613457	14	nyanyian	
37254	pol	662313	10	śpiewka	
37254	pol	662314	12	piosnka	
37254	pol	662315	1	song	
37254	nno	698563	1	song	
37254	nob	702215	1	sang	
37254	fin	707986	10	laulu	
37254	eus	825715	10	abesti	
37254	eus	834033	3	kantu	
37254	eus	834380	3	kanta	
37254	eus	831912	10	lelo	
37254	arb	852758	17	أُغْنِيَة	ʾuḡniya
37254	fra	870206	2	chanson	
37254	ell	910260	10	τραγούδι	tragoúdi
37254	nld	936842	10	nummer	
37254	nld	939617	16	lied	
37254	nld	935027	1	zang	
37254	por	994219	2	canções	
37254	por	994220	2	cantiga	
37254	por	972267	2	canção	
37254	ron	1013542	2	cântec	
37254	lit	1054223	10	daina	
37254	slk	1074017	1	song	
37254	slk	1086325	12	pesnička	
37254	slv	1112515	12	pesem	
37254	abk	1126463	10	ашәа	āš°ā
37254	ady	1126604	10	орэд	orăd
37254	afr	1127435	16	lied	
37254	alt	1128535	10	кожоҥ	kožoŋ
37254	alt	1128536	4	сарын	sarïn
37254	arz	1129588	17	اغنية	
37254	ast	1130936	2	canción	
37254	bak	1131936	5	йыр	yïr
37254	bel	1133476	12	песня	pjesnja
37254	ccc	1136144	10	usma'chachi	
37254	ces	1142894	12	píseň	
37254	ces	1143133	12	písnička	
37254	chr	1149591	10	ᎧᏃᎩᏍᏗ	kanogisdi
37254	chv	1150130	10	юрӑ	jură
37254	cjs	1150328	4	сарын	
37254	cmn	1158366	8	歌曲	ge qu
37254	crh	1165904	5	yır	
37254	deu	1180180	16	lied	
37254	deu	1171967	1	gesang	
37254	deu	1180181	1	song	
37254	epo	1195143	3	kanto	
37254	epo	1195144	2	kanzono	
37254	fao	1200090	1	songur	
37254	fry	1201630	1	sang	
37254	gla	1205114	11	òran	
37254	gla	1205315	10	luinneag	
37254	gla	1205316	11	amhran	
37254	gle	1209852	11	amhrán	
37254	gle	1209358	10	ceol	
37254	glv	1212546	11	arrane	
37254	hil	1215021	3	kanta	
37254	hin	1216816	7	गाना	gānā
37254	hin	1216817	6	गीत	gīt
37254	hun	1224109	10	ének	
37254	hun	1224110	10	dal	
37254	hye	1231713	5	երգ	erg
37254	kaa	1234659	10	qosıq	
37254	kaa	1234660	5	jır	
37254	kat	1237061	10	სიმღერა	simɣera
37254	kaz	1238872	5	жыр	jır
37254	kaz	1238874	10	өлең	öleñ
37254	khm	1240285	10	ចម្រៀង	châmriĕng
37254	kir	1241958	5	ыр	ır
37254	kjh	1242480	5	ыр	ır
37254	kjh	1242481	4	сарын	sarın
37254	kor	1246467	10	노래	norae
37254	kor	1246468	10	가요	gayo
37254	kor	1246470	10	가곡	gagok
37254	kor	1246471	8	歌曲	
37254	krc	1250074	5	жыр	cır
37254	krc	1250075	5	джыр	dcır
37254	kum	1250310	5	йыр	yır
37254	lao	1250851	15	ເພງ	phēng
37254	lat	1253285	10	carmen	
37254	mar	1259619	7	गाण	gāṇ
37254	mkd	1263294	12	песна	pesna
37254	mwl	1268112	2	cancion	
37254	mwl	1268113	10	moda	
37254	nav	1270835	10	sin	
37254	nog	1272054	5	йыр	yır
37254	oci	1272729	2	cançon	
37254	oss	1273502	10	зарӕг	zaræg
37254	rhg	1274328	7	gana	
37254	rus	1288186	12	песня	pesnja
37254	rus	1288188	12	песенка	pesenka
37254	ryu	1299964	9	うた	uta
37254	sah	1300071	5	ырыа	ırıa
37254	scn	1301144	2	canzùna	
37254	sdc	1301800	2	cantzoni	
37254	sdn	1301976	2	cantzoni	
37254	shi	1302222	10	urar	
37254	sin	1302480	6	ගීතය	gītaya
37254	sot	1303509	19	pina	
37254	sro	1304089	2	cantzoni	
37254	tat	1305763	5	җыр	cır
37254	tgk	1308606	10	суруд	surud
37254	tgk	1308607	10	тарона	tarona
37254	tgl	1309756	3	kanta	
37254	tly	1310418	10	ترانه	trānh
37254	tuk	1311322	10	aýdym	
37254	tur	1315964	4	şarkı	
37254	twf	1320031	10	yò'ónemą	
37254	tyv	1320155	5	ыр	ır
37254	uig	1320491	10	ناخشا	naxsha
37254	ukr	1322474	12	пісня	pisnja
37254	vie	1328401	10	bài hát	
37254	zsm	1333754	13	lagu	
37254	zsm	1333752	6	gita	
37254	tel	1438171	18	పాట	pāṭa
37254	tam	1453057	18	பாட்டு	pāṭṭu
37254	san	1475242	6	गीत	gīta
37254	pan	1542105	7	ਗਾਣਾ	gāṇā
37254	mal	1593137	18	പാട്ട്	pāṭṭ
37254	mal	1593138	7	ഗാനം	gānaṃ
37254	kan	1658784	6	ಗೀತೆ	gīte
37254	tsn	1766362	10	kôpêlô	
37254	tsn	1764670	19	pina	
37254	nso	1780153	10	koša	
37254	xho	1786168	10	ingoma	
37254	mya	1793349	10	သီချင်း	sihkyang:
37254	guj	1821924	6	ગીત	gīt
37254	urd	1854741	6	گیت	git
37254	urd	1848129	7	گانا	gānā
37254	mon	1944446	10	дуу	duu
54384	eng	26646	1	snow	
54384	ita	157802	1	neve	
54384	spa	182339	1	nieve	
54384	cat	216207	1	neu	
54384	glg	250204	1	neve	
54384	zho	315900	4	雪	xue
54384	jpn	427845	4	雪	yuki
54384	tha	464270	3	หิมะตก	h̄ima tk
54384	sqi	515660	10	dëborë	
54384	bul	522201	1	сняг	snjag
54384	dan	524667	1	sne	
54384	hrv	568179	1	snijeg	
54384	isl	574255	1	snær	
54384	isl	583386	1	snjór	
54384	ind	604796	5	salju	
54384	msa	629155	5	salju	
54384	pol	648801	1	śnieg	
54384	swe	696239	1	snö	
54384	nno	698695	1	snø	
54384	nob	702362	1	snø	
54384	fin	727278	11	lumi	
54384	eus	827118	10	elur	
54384	heb	850374	10	שֶׁלֶג	šeleḡ
54384	arb	863220	10	تَسَاقُط الثَلْج	tasāquṭ aṯ-ṯalj
54384	arb	863530	5	ثَلْج	ṯalj
54384	fra	871958	1	neige	
54384	ell	915634	10	χιονόπτωση	khionóptōsē
54384	ell	915635	3	χιόνι	khióni
54384	nld	962429	1	sneeuw	
54384	por	984917	1	neve	
54384	ron	1009871	10	ninsoare	
54384	ron	1009872	10	zăpadă	
54384	slk	1068247	1	sneh	
54384	slv	1106106	1	sneg	
54384	abk	1126497	12	асы	āsə
54384	abq	1126542	12	сы	sə
54384	afr	1127806	1	sneeu	
54384	ain	1128352	10	ウパㇱ	upaㇱ
54384	ale	1128452	10	qaniigix	
54384	amh	1128748	10	የበረዶ ብናኝ	yäbärädo bnañ
54384	arg	1129057	1	nieu	
54384	ary	1129198	5	تلْج	
54384	arz	1129751	5	تلج	
54384	ast	1131216	1	ñeve	
54384	bak	1132020	2	ҡар	qar
54384	bel	1134053	1	снег	snjeh
54384	bod	1134753	10	གངས	gangs
54384	bqi	1134850	7	برف	
54384	bre	1135555	14	erc'h	
54384	ceb	1136380	1	nyebe	
54384	ces	1145620	1	sníh	
54384	che	1149277	10	ло	lo
54384	chr	1149679	10	ᎤᎾᏥ	unatsi
54384	chu	1149969	1	снѣгъ	
54384	cjs	1150346	2	қар	
54384	cmn	1161712	4	雪	xue
54384	cop	1165400	3	ⲭⲓⲱⲛ	khiōn
54384	cor	1165547	14	ergh	
54384	crh	1165964	2	qar	
54384	cym	1167613	14	eira	
54384	deu	1185522	1	schnee	
54384	dgr	1191124	10	zhah	
54384	div	1191183	1	ސްނޯ	snō
54384	dsb	1191500	1	sněg	
54384	epo	1196739	1	neĝo	
54384	ext	1199126	1	ñevi	
54384	fao	1200491	10	kavi	
54384	fao	1200492	1	snjógvur	
54384	fry	1201802	1	snie	
54384	fur	1202438	1	nêf	
54384	gla	1206106	1	sneachda	
54384	gle	1210765	1	sneachta	
54384	glv	1212888	1	sniaghtey	
54384	grc	1213549	3	χιών	khiṓn
54384	hat	1214432	1	nèj	
54384	hau	1214627	10	ƙànƙáráa	
54384	haw	1214866	10	hau	
54384	hin	1217561	7	बर्फ़	barf
54384	hin	1217562	3	हिमपात	himpāt
54384	hop	1218516	1	nuva	
54384	hsb	1218665	1	sněh	
54384	hun	1226142	10	hó	
54384	hun	1226143	10	hóesés	
54384	hye	1232931	3	ձյուն	jyun
54384	iii	1234308	10	ꃰ	vo
54384	jav	1234580	5	salju	
54384	kal	1234979	10	aput	
54384	kat	1237652	10	თოვლი	tovli
54384	kaz	1239089	2	қар	qar
54384	khm	1240774	10	ព្រិល	prĭl
54384	kir	1242145	2	кар	kar
54384	kor	1245273	10	눈	nun
54384	kor	1248230	10	강설	gangseol
54384	krc	1250120	2	къар	kʺar
54384	krl	1250215	11	lumi	
54384	lad	1250432	1	nieve	
54384	lao	1251055	3	ຫິມະ	hi ma
54384	lat	1254032	1	nix	
54384	lkt	1255934	10	wá	
54384	ltg	1256601	1	snīgs	
54384	ltz	1257841	1	schnéi	
54384	mar	1259876	7	बर्फ	barph
54384	mkd	1264738	1	снег	sneg
54384	mlt	1267075	5	silġ	
54384	mwl	1268147	1	niebe	
54384	nap	1269746	1	neve	
54384	nds	1271820	1	snee	
54384	oci	1272967	1	nèu	
54384	oss	1273564	10	мит	mit
54384	pam	1273659	1	niebi	
54384	roh	1275073	1	nev	
54384	rup	1276072	1	neao	
54384	rus	1293185	1	снег	sneg
54384	sat	1300847	3	ᱦᱤᱢ	him
54384	scn	1301246	1	nivi	
54384	sco	1301629	1	snaw	
54384	sin	1302580	3	හිම	hima
54384	snd	1303227	7	برف	
54384	sot	1303604	9	lehlwa	
54384	srn	1303977	10	karki	
54384	sro	1304125	1	nii	
54384	tat	1305900	2	кар	qar
54384	tgk	1308788	7	барф	barf
54384	tgl	1310063	1	niyebe	
54384	tuk	1311484	2	gar	
54384	tur	1317754	2	kar	
54384	tyv	1320174	2	хар	har
54384	tzm	1320272	10	ⴰⴷⴼⵍ	adfl
54384	uig	1320557	2	قار	qar
54384	ukr	1323307	1	сніг	snih
54384	vec	1326059	1	neve	
54384	vie	1329459	10	tuyết	
54384	vie	1329460	4	雪	
54384	wln	1331004	1	nive	
54384	xmf	1331560	10	თირი	tiri
54384	zsm	1334420	5	salji	
54384	asm	1417183	3	হিমপাত	himopat
54384	tel	1433259	10	హిమ వర్షం	hima varṣaṃ
54384	tel	1433260	10	మంచువర్షం	mañcuvarṣaṃ
54384	tam	1447123	10	பனிபொழிவு	paṉipoḻivu
54384	san	1468837	3	हिमपातः	himapātaḥ
54384	pan	1532160	3	ਹਿਮਪਾਤ	himpāt
54384	ori	1553103	3	ହିମପାତ	himôpatô
54384	mal	1587163	3	ഹിമപാതം	himapātaṃ
54384	mni	1607177	10	un tab	
54384	kok	1622600	10	बर्फ पडणी	barph paḍṇī
54384	kok	1622601	3	हिमपात	himpāt
54384	kan	1648010	10	ಹಿಮ ಸುರಿಯುವುದು	hima suriyuvudu
54384	kan	1648011	3	ಹಿಮಪಾತ	himapāta
54384	kan	1648013	10	ಮಂಜು ಸುರಿಸುವುದು	mañju surisuvudu
54384	ben	1698567	10	তুষারপাত	tuṣarôpat
54384	ben	1698568	3	হিমপাত	himpat
54384	brx	1716045	10	बरब गोग्लैनाय	barab goglaināy
54384	zul	1759797	8	umoya	
54384	tsn	1773301	10	sefokabolea	
54384	tsn	1773302	9	letlhwa	
54384	xho	1783838	8	umoya	
54384	mya	1792451	10	နှင်း	hnang:
54384	guj	1810441	3	હિમપાત	himpāt
54384	nep	1831026	3	हिमपात	himapāta
54384	urd	1845998	15	برف باری	brf bāri
54384	kas	1873620	15	بَرف بٲری	barf bạ̄rī
13043	eng	21561	1	fish	
13043	ita	140184	1	pesce	
13043	spa	179540	1	pez	
13043	spa	179541	1	pisces	
13043	cat	214094	1	peix	
13043	glg	241746	1	peixe	
13043	zho	323228	6	鱼	yu
13043	jpn	388486	1	フィッシュ	fisshu
13043	jpn	388489	6	魚	sakana
13043	jpn	383489	10	鱗	uroko
13043	tha	454016	17	ปลา	bplaa
13043	tha	507834	4	มัจฉา	mạcc̄hā
13043	tha	507877	4	มัสยา	mạs̄yā
13043	sqi	512737	1	peshk	
13043	bul	519404	3	риба	riba
13043	dan	524964	1	fisk	
13043	hrv	557526	3	riba	
13043	isl	580934	1	fiskur	
13043	ind	596812	5	ikan	
13043	msa	621332	5	ikan	
13043	pol	646550	10	wyłowić	
13043	pol	646548	3	ryby	
13043	pol	646551	3	ryba	
13043	swe	692983	1	fisk	
13043	nno	698935	1	fisk	
13043	nob	702644	1	fisk	
13043	fin	713111	9	kala	
13043	eus	831913	10	arrain	
13043	arb	861877	21	سَمَكَة	samaka
13043	fra	873653	1	poisson	
13043	ell	925348	20	ιχθύς	ikhthús
13043	ell	917306	10	ψάρι	psári
13043	nld	965522	1	vis	
13043	por	982249	10	cardume	
13043	por	982250	1	peixe	
13043	por	982251	1	peixes	
13043	por	982252	10	procurada	
13043	ron	1008068	1	pește	
13043	slk	1086560	3	ryba	
13043	slv	1103961	3	riba	
13043	abe	1126408	7	namas	
13043	abk	1126438	10	аҧсыӡ	āpsəʒ
13043	ace	1126580	10	eungkôt	
13043	afr	1126933	1	vis	
13043	agr	1128185	7	namak	
13043	ain	1128252	10	チェㇷ゚	cheㇷ゚
13043	alt	1128507	2	балык	balïk
13043	amh	1128623	10	ዓሣ	ʿaśa
13043	amm	1128803	10	la	
13043	arg	1128951	1	peix	
13043	ary	1129143	22	حوت	
13043	ary	1129144	22	حوتة	
13043	arz	1129370	21	سمكة	
13043	ast	1130501	1	pexe	
13043	bak	1131831	2	балыҡ	balïq
13043	ban	1132124	10	be	
13043	bar	1132141	1	fiisch	
13043	bel	1132689	3	рыба	ryba
13043	bjn	1134642	12	iwak	
13043	bod	1134690	6	ཉ	nya
13043	bor	1134788	10	karo	
13043	bre	1135084	1	pesk	
13043	bug	1135852	10	bale	
13043	bxr	1135876	23	загаhан	zagahan
13043	ccc	1136046	10	awachi	
13043	ceb	1136325	14	isda	
13043	ces	1139464	3	ryba	
13043	che	1149167	10	чӏара	č̣ara
13043	chr	1149500	10	ᎠᏣᏗ	atsadi
13043	chu	1149856	3	рꙑба	
13043	chu	1149857	3	ⱃⱏⰺⰱⰰ	
13043	chv	1150077	10	пулă	pulă
13043	chy	1150248	10	nomaˀne	
13043	cjs	1150299	2	палық	
13043	cmn	1153614	6	鱼	yu
13043	crh	1165804	2	balıq	
13043	csb	1166046	3	rëba	
13043	cym	1166610	1	pysgodyn	
13043	deu	1173975	1	fisch	
13043	dgr	1191112	10	łıwe	
13043	dlg	1191211	2	балык	balık
13043	dsb	1191393	3	ryba	
13043	epo	1193309	1	fiŝo	
13043	fao	1199563	1	fiskur	
13043	fij	1201050	5	ika	
